Kelas;Soal;A;B;C;D;E;Jawaban
6;ASEAN dibuat menurut naskah ...;Piagam Jakarta;Deklarasi Bangkok;Deklarasi Perdamaian;Deklarasi Asia Pacific;#;B
6;Pernyataan yang mengatakan latar belakang terbentuknya ASEAN yaitu ...;pertumbuhan ekonomi dan sosial yang sama.;pernah dijajah oleh negara lain;mempunyai bentuk pemerintahan yang sama;ingin menguasai perekonomian dunia;#;A
6;Wakil Indonesia yang menandatangani Deklarasi Bangkok ialah ...;Ali Alatas;Moh. Hatta;Adam Malik;Ir. Soekarno;#;C
6;Naskah pendirian organisasi ASEAN ditandatangani oleh ...;perdana menteri;menteri dalam negeri;menteri luar negeri;presiden;#;C
6;Di bawah ini ialah negara pencetus berdirinya ASEAN kecuali ...;Indonesia;Malaysia;Filipina;Brunei Darussalam;#;D
6;Warna biru pada logo ASEAN menggambarkan ...;kemakmuran;perdamaian dan persahabatan;keberanian dan keharmonisan;kesucian;#;B
6;Gedung sekretariat ASEAN berada di ...;Bangkok;Jakarta;Kuala Lumpur;Singapura;#;B
6;Yang tidak termasuk isi Deklarasi Bangkok ialah ...;meningkatkan perdamaian dan stabiltas regional;membantu menuntaskan konflik yang terjadi di daerah Asia Tenggara;meningkatkan kerjasama di bidang pendidikan;mempercepat kemajuan ekonomi di daerah Asia Tenggara;#;B
6;Jakarta Informal Meeting ialah lembaga yang dipakai untuk menuntaskan dilema yang terjadi di negara ...;Filipina;Vietnam;Kamboja;Thailand;#;C
6;AFTA merupakan kolaborasi negara-negara ASEAN di bidang ...;politik;pendidikan;ekonomi;sosial bidaya;#;C
6;Struktur organisasi ASEAN terdiri dari beberapa bagian. Kekuasaan tertinggi dalam organisasi ASEAN ialah ...;Annual Meeting;Summit Meeting;Annual Ministerial Meeting;Standing Commit;#;B
6;Negara di Asia Tenggara yag hingga tahun 2008 belum menjadi anggota ASEAN ialah ...;Timor Leste;Laos;Vietnam;Kamboja;#;A
6;Letak geografis Singapura sangat strategis sebab dilalui jalur kemudian lintas internasional. Kondisi tersebut menguntungkan terutama di bidang ...;industri;pertanian;perdagangan;kelautan;#;C
6;Pada tanggal 23-24 Februari 1976 diadakan KTT ASEAN. KTT ini diselenggarakan di ...;Bali, Indonesia;Kuala Lumpur, Malaysia;Manila, Filipina;Bangkok, Thailand;#;A
6;Indonesia pernah menjadi penengah persengketaan di Filipina antara ...;kelompok muslim dan separatis;pemerintah dan kelompok muslim Moro;pemerintah dan kelompok separatis;penerintah dengan militer asing;#;B
6;Bentuk kolaborasi negara-negara ASEAN dalam bidang olah raga yaitu ...;ASIAN Games;ASEAN Games;SEA Games;ASIA Games;#;C
6;Negara yang mempunyai mata uang Peso ialah ...;Filipina;Thailand;Kamboja;Laos;#;A
6;Kerja sama ASEAN dibidang ekonomi yaitu dengan adanya pabrik bubuk soda di ...;Malaysia;Jakarta;Singapura;Thailand;#;D
6;Salah satu bentuk kolaborasi ASEAN di bidang sosial budaya ialah ...;latihan militer bersama;membangun pabrik pupuk urea di Malaysia;penanggulangan dilema narkoba;pengiriman duta dan konsul;#;C
6;Salah satu kolaborasi Indonesia dengan Filipina di bidang ekonomi ialah ...;pabrik mesin diesel Marine;proyek vaksin;pabrik tembaga;proyek bubuk soda;#;A
6;Di bawah ini yang bukan termasuk wujud kolaborasi negara-negara ASEAN ialah ...;pertukaran pelajar;pertukaran program televisi;kolaborasi ekspor dan impor;kolaborasi menguasai negara lain;#;D
6;Negara di daerah Asia Tenggara yang termasuk satu wilayah dengan Indonesia ialah ...;Malaysia dan Thailand;Singapura dan Filipina;Malaysia dan Brunei Darussalam;Laos dan Kamboja;#;C
6;Peran Indonesia dalam acara ikut menjaga perdamaian dan ketertiban di daerah Asia Tenggara yaitu dengan mengirimkan Pasukan Garuda XII yang bertugas di ...;Filipina Selatan;Vietnam Selatan;Myanmar;Kamboja;#;D
6;Sekretaris Jendreal ASEAN yang pertama ialah ...;H.R. Dharsono;Umarjadi Notowijoyo;Rusli Noor;Narsisco G. Reyes;#;A
6;KTT ASEAN merupakan lembaga pertemuan para pemimpin negara-negara anggota. KTT ASEAN yang pertama diselenggrakan di ...;Bali;Bangkok;Jakarta;Kuala Lumpur;#;A
6;Negara anggota ASEAN yang termuda ialah ...;Brunei Darussalam;Laos;Kamboja;Myanmar;#;C
6;Kota di Indonesia yang pernah menjadi penyelenggara KTT ASEAN lebih dari satu kali ialah ...;Jakarta;Surabaya;Bali;Medan;#;C
6;Tokoh berikut ini patut diteladani karena mempunyai kharismatik dan pandai berpidato. Tokoh tersebut bernama ...;Mr. Soepomo;Ir. Soekarno;Drs. Moh. Hatta;Mr. Muh. Yamin;#;B
6;Nilai kebersamaan yang paling menonjol di kalangan tokoh-tokoh yang terlibat dalam proses perumusan Pancasila sebagai dasar negara adalah ...;mengutamakan kepentingan bangsa dan negara;pembentukan panitia kecil untuk perumusan Pancasila;saling mengajukan usul tentang dasar-dasar bagi negara yang merdeka;menerima perubahan rumusan sila pertama dalam Piagam Jakarta;#;A
6;Membiasakan semangat persatuan dan kesatuan dapat diwujudkan dalam bentuk kegiatan ...;bergotong royong membersihkan lingkungan;melakukan kegiatan yang dapat mengharumkan nama bangsa;mencintai produksi dalam negeri;berani membela kebenaran dan keadilan;#;A
6;Jika keputusan yang diambil tidak sesuai dengan pendapat kita, maka sikap kita sebaiknya ...;menerima dengan perasaan dendam;menerima dengan ikhlas dan lapang dada;menerima namun tidak melaksanakan keputusan;menolak hasil keputusan musyawarah;#;B
6;Hakekat keputusan musyawarah merupakan keputusan oleh ...;kelompok tertentu;beberapa golongan;para pemimpin;semua peserta;#;D
6;Contoh tindakan melaksanakan kebersamaan dalam keluarga adalah ...;melaksanakan nasihat orang tua;mengantar teman sekelas yang sakit di UKS;membantu membersihkan rumah tetangga;memboncengkan teman ke sekolah;#;A
6;Alasan yang mendorong para pendiri bangsa untuk mengadakan perubahan bunyi sila pertama pada Piagam Jakarta adalah ...;masyarakat Indonesia menganut agama yang heterogen;tidak disetujui oleh pemerintah Jepang;kalimat sila pertama terlalu panjang;kurang mewakili masyarakat Indonesia;#;A
6;Tokoh nasional yang memimpin delegasi Indonesia dalam Konferensi Meja Bundar adalah ...;Mr. Muh. Yamin;Drs. Moh. Hatta;Ir. Soekarno;Mr. Supomo;#;B
6;Makam Ir. Soekarno terdapat di Provinsi ...;Jawa Timur;DKI Jakarta;Nusa Tenggara Timur;Jawa Barat;#;A
6;Para perumus Pancasila mengajarkan kepada kita untuk menghargai pendapat yang berbeda atau bahkan bertentangan dengan pendapat kita. Nilai yang diajarkan adalah ...;sopan santun;musyawarah;kebersamaan;kerja keras;#;B
6;Dalam melaksanakan keputusan bersama harus dengan perasaan ...;dendam;ikhlas;sedih;benci;#;B
6;Organisasi politik yang merupakan perintis bangkitnya kesadaran perjuangan bangsa Indonesia adalah ...;Tri Koro Dharmo;Sarekat Islam;Budi Utomo;Indische Partij;#;C
6;BPUPKI dibentuk pada tanggal ...;2 Juni 1945;2 Maret 1945;1 Maret 1945;1 Juni 1945;#;C
6;Pancasila sebagai dasar negara yang diusulkan oleh Ir. Soekarno dapat diterima karena ...;Ir. Soekarno sebagai calon presiden pertama Republik Indonesia;sesuai dengan cita-cita bangsa Indonesia;Ir. Soekarno seorang pemimpin bangsa;sesuai dengan kehendak para pemimpin bangsa;#;B
6;Ketua Panitia Sembilan adalah ...;Mr. Muh. Yamin;Ir. Soekarno;Ahmad Subarjo;Drs. Moh Hatta;#;B
6;Jepang berusaha meyakinkan bangsa Indonesia tentang kemerdekaan yang dijanjikan dengan cara membentuk ...;DPAS;MPRS;PPKI;BPUPKI;#;D
6;Rumusan sila dasar negara dalam Piagam Jakarta yang diganti pada awalnya berbunyi ...;Ketuhanan Yang Maha Esa dengan menjalankan syariat-syariat Islam;Ketuhanan Yang Maha Esa dengan dengan cara menjalankan syariat-syariat Islam;Ketuhanan dengan kewajiban menjalankan syariat-syariat Islam;Ketuhanan dengan kewajiban menjalankan syariat-syariat Islam bagi para pemeluknya;#;D
6;Nilai kebersamaan dapat diwujudkan dalam bentuk sikap ...;melaksanakan hasil keputusan sesuka hati;mendengarkan pendapat yang sama;menghargai pendapat orang lain;memaksakan kehendak kepada orang lain;#;C
6;Badan/lembaga yang berperan penting dalam perumusan Pancasila adalah ...;BPUPKI;MPRS;KNIP;PPKI;#;A
6;Selesai menjalankan tugasnya, BPUPKI kemudian dibubarkan dan kedudukannya digantikan oleh ...;KNIP;MPRS;DPRS;PPKI;#;D
6;Tokoh yang mengusulkan dasar negara dalam sidang BPUPKI tanggal 1 Juni 1945 adalah ...;Mr. Muh. Yamin;Mr. Soepomo;Ir. Soekarno;Drs. Moh. Hatta;#;C
6;Pancasila sebagai dasar negara disahkan pada tanggal ...;1 Juni 1945;22 Juni 1945;18 Agustus 1945;17 Agustus 1945;#;C
6;Nilai-nilai yang terkandung dalam Pancasila bersifat ...;temporal;universal;lokal;nasional;#;B
6;Contoh penerapan nilai persatuan di sekolah adalah ...;mengerjakan PR teman;membantu teman yang sedang kesulitan;ikut tawuran antar sekolah;tidak peduli dengan teman;#;B
6;Lembaga negara yang bertugas mengawasi jalannya pemerintahan adalah ...;DPR;MPR;BPK;MA;#;C
6;Sikap yang sesuai dengan sila pertama Pancasila adalah ...;toleransi antar umat beragama;membeda-bedakan suku;acuh tak acuh;egois;#;A
6;Keputusan bersama yang diambil melalui musyawarah mufakat harus ...;dilaksanakan dengan tanggung jawab;dilaksanakan dengan terpaksa;diabaikan;ditolak;#;A
6;Berikut ini yang bukan termasuk nilai-nilai Pancasila adalah ...;ketuhanan;kemanusiaan;kesukuan;keadilan sosial;#;C
6;Pancasila sebagai pandangan hidup bangsa berarti ...;dasar negara Indonesia;pedoman hidup bangsa Indonesia;lambang negara Indonesia;semboyan negara Indonesia;#;B
6;Contoh pengamalan sila kedua Pancasila di masyarakat adalah ...;ikut kerja bakti;menghormati orang lain;rajin beribadah;hemat;#;B
6;Lembaga yang berwenang mengubah UUD 1945 adalah ...;Presiden;DPR;MPR;MA;#;C
6;Sikap yang menunjukkan persatuan dan kesatuan adalah ...;mementingkan diri sendiri;gotong royong;individualis;acuh tak acuh;#;B
6;Pancasila sebagai dasar negara tercantum dalam ...;Pembukaan UUD 1945 alinea 1;Pembukaan UUD 1945 alinea 2;Pembukaan UUD 1945 alinea 3;Pembukaan UUD 1945 alinea 4;#;D
6;Contoh penerapan nilai kerakyatan di sekolah adalah ...;pemilihan ketua kelas;ikut ujian;mengerjakan PR;belajar kelompok;#;A
6;Lembaga yang bertugas memeriksa pengelolaan keuangan negara adalah ...;DPR;MPR;BPK;KY;#;C
6;Sikap yang sesuai dengan sila ketiga Pancasila adalah ...;bangga menggunakan produk luar negeri;ikut tawuran;cinta tanah air;acuh tak acuh;#;C
6;Musyawarah untuk mencapai mufakat mencerminkan sila ...;pertama;kedua;ketiga;keempat;#;D
6;Berikut ini yang bukan termasuk lembaga legislatif adalah ...;DPR;DPD;MPR;Presiden;#;D
6;Pancasila sebagai ideologi negara berarti ...;dasar negara;pedoman hidup;alat pemersatu bangsa;tujuan negara;#;C
6;Contoh pengamalan sila kelima Pancasila di sekolah adalah ...;membantu teman yang kurang mampu;rajin belajar;ikut upacara;disiplin;#;A
6;Lembaga yang bertugas mengawasi pelaksanaan undang-undang adalah ...;DPR;MPR;BPK;KY;#;D
6;Sikap yang menunjukkan pengamalan sila keempat Pancasila adalah ...;ikut pemilihan ketua kelas;rajin beribadah;hemat;disiplin;#;A
6;Bahan yang digunakan untuk membuat boneka dibawah ini , kecuali...;Kain, kayu;ranting pohon, keramik;Kayu, jerami;besi, palstik;#;D
6;Pada dasarnya, boneka adalah mainan berbentuk...;Manusia;manusia dan binatang;Binatang;barang pecah belah;#;C
6;Boneka dapat di isikan dengan cara-cara dibawah ini kecuali...;Dengan tongkat;dimasukan kedalam tangan;Dimasukan kewadahnya;digantung pada tali;#;B
6;Boneka dari bahan kain dapat dibuat dengan cara ...;Dipahat;di celup;Dijahit;dicetak;#;C
6;Pada awalnya batika digunakan oleh...;Pegawai;petani;PNS;bangsawan;#;D
6;Batik bermotif kaligrafi merupakan batik yang terpengaruhi budaya dari ...;Arab;lina;Eropa;jawa;#;A
6;Batik bermotif buah dan bunga cirri khas batik yang berasal...;Arab;lina;Eropa;jawa;#;C
6;Batik cap batik yang alatnya terbuat dari...;Kayu;logam;Palstik;kain;#;B
6;Batik dari jambi, motifnya lekat dengan kehidupan...;Bahari;buah-buahan;Hutan;bunga;#;B
6;Batik yang warna dasarnya putih dan batiknya berwarna coklat adalah cirri khusus batikan dari...;Solo;pekalongan;Jogja;jakarta;#;B
6;Nama latin batik jumputan adalah...;Ikat celup;batik cap;Batik tulis;batik sablon;#;A
6;Seni batik yang masih memiliki nilai seni dan harga jual yang tinggi ...;Batik turki;batik cap;Batik tulis;batik modern;#;B
6;Menurut sejarahnya warna-warnanya yang digunakan dalam membatik berasal dari...;Tanam-tanaman;tambang;Binatang;mineral;#;A
6;Kesenian gambang kromong berasal dari...;Jawa barat;Sumatra;Jawatimur;jakarta;#;D
6;Salah satu lagu dari bandung, jwa barat adalah ...;Sirih kuning;prau layar;Es lilin;bengawan solo;#;B
6;Music keroncong adalah music yang dibawa oleh bangsa... Ke Indonesia;Inggris;portugis;Belanda;jerman;#;C
6;Biola, gitar, banso, bas, mandolin adalah alat-alat music yang dipergunakan dalam music...;Pop;rege;Dangdut;keroncong;#;D
6;Sebuah tarian yang memmbutuhkan 4 orangpenari termasuk bentuk tari...;Kelompok;berpasangan;Tunggal;berpasang-pasangan;#;A
6;Di bawah ini yang termasuk alat music melodi adalah...;Tamborin;drum;Kastanyet;seruling;#;D
6;Berikut ini yang termasuk lagu nasional kecuali...;Bagimu negeri;bengawan solo;Halo-halo bandung;har merdeka;#;C
6;Gambar disamping jenis alat music tradisional, nama alat tersebut adalah...;Kendang;safon;Gong;demung;#;A
6;Nama terompet yang terbuat dari kerang ...;Tifa;fu;Terompet;pianika;#;C
6;Sasando alat music yang terbuat dari lontar berasal dari daerah...;Sulawesi;irian;Jawa barat;NTT;#;D
6;Jenis tarian yang hidup dan berkembang di kalangan rakyat jelata disebut tari...;klasik;rakyat;modern;kreasi baru;#;B
6;Motif gambar yang dibuat dengan pola teratur dan dipakai sebagai hiasan disebut....;motif hias;relief;patron;disain;#;A
6;Alat musik kecapi dimainkan dengan cara...;ditiup;digesek;dipetik;digoyang;#;C
6;Sebelum adanya materi baku kain, nenek moyang kita menciptakan motif hias pada....;tembok;badan dan kulit kayu;tempurung kelapa;kerikil cadas;#;B
6;Dibawah ini yakni salah satu jenis alat musik petik, yaitu...;gong;bonang;siter;simbal;#;C
6;Jenis batik Jawa motif garis-garis disebut motif....;abstrak;lurik;truntum;jumputan;#;B
6;Salah satu ciri khas motif sulaman kasab timbul yaitu....;disulam dari benang jahit warna-warni;sulaman disusun secara teratur dan berulang-ulang;bab dalam motif sulaman diisi belahan karton;motif sulaman berupa motif geometris;#;C
6;Nama lagu yang isi syairnya menggambarkan suasana pantai adalah...;anging mamiri;bubuy bulan;apuse;praon;#;A
6;Ciri khas dari motif poleng terdapat pada makna simboliknya. Motif kotak-kotak hitam dan putih secara berselang-seling mengandung makna....;baik dan buruk;masbodoh dan asin;pria dan perempuan;api dan air;#;A
6;Jenis gambar ilustrasi disebut juga gambar....;cerita;dekorasi;drama;Karikatur;#;A
6;Nama alat lukis untuk menggambar yang tidak memerlukan pengencer yaitu....;cat poster;cat air;konte;tinta;#;A
6;Dalam menggambar ilustrasi suasana alam sekitar, bingkai pemandang mempunyai fungsi untuk...;menentukan sudut pandang suasana alam yang paling menarik;membidik gambar suasana alam dalam bentuk foto;menciptakan denah berangasan suasana alam yang diamati;membingkai gambar suasana alam yang telah dibuat;#;A
6;Jenis alat musik yang dinamakan Sampek berasal dari daerah...;Jawa Barat;Jawa Tengah;Kalimantan;Papua;#;C
6;Nama gendang yang terdapat di Papua, Kalimantan Tengah, dan Maluku disebut Gendang...;Jawa;tifa;melayu;karo;#;B
6;Jensi musik Thek-Thek atau Kentungan berasal dari provinsi....;Jawa Barat;Jawa Timur;Jawa Tengah;Papua;#;C
6;"Nama tangga nada yang dipakai dalam lagu ""Soleram"" yaitu...";diatonik mayor;diatonik minor;pentatonik;septatonik;#;C
6;Nama lagu yang isi syairnya menggambarkan kegagahan burung garuda dan yang menjadi lambang negara kita yaitu lagu....;Manuk Dadali;Apuse;Gundhul Pacul;Soleram;#;A
6;Jenis musik Thek-Thek atau Kentungan dimainkan oleh.....orang.;20 hingga 30;20 hingga 40;30 hingga 40;30 hingga 50;#;D
6;Pola garis-garis di lantai yang dibuat oleh deretan penari disebut...;properti;pola lantai;pola tari;ekspresi;#;B
6;Bentuk pola lantai dalam karya seni tari harus diubahsuaikan dengan...;jumlah penari, gerak tari, dan tempat pertunjukan;busana, tata rias, dan panggung;panggung, properti, dan tata rias;tata lampu, busana, dan gerak;#;A
6;Seni tari Kuda Gepang Putri berasal dari daerah...;Sumatra Selatan;Kalimantan Selatan;NTB;Maluku;#;A
6;Seorang Koreografer sanggup mengatakan kemampuannya dalam mencipta karya tari melalui...;pergelaran;wawasan;apresiasi;ekspresi;#;A
6;Dalam Tari Kuda Kepang diperagakan secara...;berpasangan;duet;berkelompok;perseorangan;#;C
6;Nama tarian yang berasal dari kawasan Surakarta yaitu tari...;Lengger;Srimpi;Jaipongan;Remo;#;B
6;Nama musik gambang kromong berasal dari daerah...;bali;Madura;Jakarta;lampung;#;C
6;Pengelompokan motif batik di bawah ini yang didasarkan pada akar budaya yaitu . . .;motif batik geometris dan motif batik naturalis;motif batik klasik dan motif batik bebas atau mandiri;motif batik Pekalongan dan motif batik Garut;motif batik fl ora dan motif batik fauna;#;B
6;Dua kota di bawah ini yang merupakan pusat pembuatan batik klasik yaitu . . . .;Surakarta dan Yogyakarta;Pekalongan dan Garut;Lasem dan Jakarta;Cirebon dan Banjarmasin;#;A
6;Alat membatik yang berupa teko kecil dari tembaga ringan dan memiliki co rong di ujungnya disebut . . . .;alat cap;corong;canting;alas;#;C
6;Di antara nama motif batik di bawah ini yang termasuk motif khas Jambi yaitu motif . . . .;basurek;sido mulyo;ombak sinapur karang;daun talas;#;A
6;Motif batik khas Banjarmasin yang pada masa lampau hanya diperuntukkan bagi kaum bangsawan yaitu motif . . . .;bintang bahambur;naga balimbur;bayam raja;ombak sinapur karang;#;A
6;Proses penghilangan lilin dalam membatik disebut . . . .;nglorot;nitik;nyanting;mola;#;A
6;Proses penghilangan lilin dalam membatik dapat dilakukan dengan cara . . . .;merebus kain;menyetrika kain;mencelupkan kain ke dalam alkohol;mencelupkan kain ke dalam minyak tanah;#;A
6;Gambar yang menceritakan suatu adegan atau peristiwa disebut . . . .;dekorasi;ilustrasi;khayalan;karikatur;#;B
6;Jenis musik yang lahir dan berkembang dari budaya daerah setempat disebut musik . . . .;instrumental;vokal;modern;daerah;#;D
6;Musik Gambang Kromong merupakan percampuran budaya pribumi dan budaya . . . .;Amerika;Cina;Inggris;Vietnam;#;B
6;Tangga nada yang terdiri atas tujuh nada yaitu tangga nada . . . .;diatonik;pentatonik;mayor;minor;#;A
6;Di bawah ini termasuk alat musik har monis, yaitu . . . .;triangle;tamborin;piano;recorder;#;C
6;"Lagu ""Maju Tak Gentar"" termasuk jenis lagu . . . .";anak-anak;wajib;daerah;pop;#;B
6;"Teknik membawakan lagu ""Maju Tak Gentar"" menggunakan gaya . . . .";legato;marcato;melismatis;stacato;#;B
6;Garis-garis di lantai yang dilalui oleh seorang penari pada saat melakukan ge rak tari disebut . . . .;pola garis;pola lantai;pola penari;formasi penari;#;B
6;Secara umum ada two macam pola garis dasar, yaitu . . . .;garis lurus dan garis lengkung;garis lurus dan garis diagonal;garis lurus dan garis melingkar;garis lengkung dan garis horisontal;#;A
6;Pengetahuan tentang penyusunan tari atau hasil susunan tari disebut . . . .;karya tari;koreografi;koreografer;desainer;#;B
6;Tarian yang hidup dan berkembang di kalangan masyarakat jelata disebut tari . . . .;klasik;modern;rakyat;kreasi baru;#;C
